code,raw_gold,runtime_fallback_needed,quality_score,similarity_risk,gsc_impressions,gsc_clicks,recommended_action
P0551,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0552,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0553,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0554,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0555,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0556,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0557,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0558,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0559,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0560,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0561,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0562,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0563,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0564,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0565,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0566,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0567,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0568,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0569,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0570,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0571,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0572,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0573,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0574,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0575,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0576,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0577,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0578,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0579,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0580,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0581,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0582,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0583,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0584,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0585,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0586,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0587,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0588,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0589,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0590,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0591,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0592,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0593,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0594,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0595,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0596,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0597,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0598,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0599,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0600,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0601,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0602,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0603,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0604,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0605,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0606,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0607,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0608,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0609,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0610,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0611,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0612,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0613,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0614,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0615,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0616,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0617,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0618,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0619,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0620,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0621,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0622,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0623,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0624,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0625,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0626,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0627,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0628,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0629,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0630,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0631,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0632,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0633,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0634,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0635,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0636,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0637,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0638,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0639,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0640,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0641,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0642,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0643,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0644,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0645,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0646,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0647,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0648,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0649,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0650,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0651,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0652,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0653,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0654,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0655,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0656,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0657,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0658,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0659,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0660,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0661,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0662,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0663,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0664,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0665,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0666,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0667,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0668,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0669,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0670,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0671,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0672,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0673,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0674,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0675,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0676,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0677,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0678,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0679,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0680,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0681,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0682,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0683,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0684,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0685,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0686,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0687,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0688,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0689,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0690,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0691,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0692,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0693,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0694,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0695,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0696,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0697,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0698,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0699,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0700,yes,no,82,low,0,0,Use as gold code hub source.
P0701,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0702,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0703,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0704,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0705,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0706,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0707,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0708,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0709,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0710,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0711,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0712,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0713,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0714,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0715,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0716,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0717,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0718,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0719,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0720,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0721,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0722,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0723,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0724,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0725,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0726,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0727,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0728,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0729,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0730,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0731,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0732,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0733,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0734,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0735,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0736,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0737,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0738,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0739,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0740,yes,no,82,low,0,0,Use as gold code hub source.
P0741,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0742,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0743,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0744,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0745,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0746,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0747,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0748,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0749,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0750,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0751,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0752,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0753,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0754,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0755,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0756,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0757,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0758,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0759,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0760,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0761,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0762,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0763,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0764,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0765,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0766,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0767,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0768,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0769,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0770,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0771,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0772,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0773,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0774,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0775,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0776,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0777,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0778,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0779,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0780,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0781,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0782,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0783,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0784,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0785,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0786,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0787,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0788,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0789,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0790,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0791,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0792,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0793,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0794,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0795,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0796,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0797,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0798,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0799,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0800,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0801,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0802,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0803,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0804,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0805,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0806,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0807,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0808,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0809,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0810,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0811,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0812,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0813,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0814,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0815,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0816,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0817,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0818,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0819,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0820,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0821,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0822,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0823,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0824,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0825,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0826,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0827,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0828,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0829,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0830,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0831,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0832,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0833,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0834,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0835,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0836,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0837,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0838,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0839,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0840,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0841,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0842,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0843,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0844,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0845,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0846,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0847,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0848,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0849,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0850,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0851,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0852,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0853,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0854,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0855,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0856,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0857,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0858,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0859,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0860,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0861,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0862,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0863,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0864,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0865,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0866,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0867,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0868,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0869,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0870,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0871,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0872,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0873,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0874,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0875,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0876,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0877,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0878,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0879,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0880,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0881,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0882,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0883,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0884,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0885,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0886,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0887,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0888,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0889,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0890,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0891,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0892,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0893,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0894,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0895,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0896,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0897,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0898,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0899,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0900,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0901,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0902,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0903,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0904,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0905,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0906,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0907,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0908,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0909,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0910,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0911,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0912,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0913,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0914,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0915,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0916,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
P0917,no,yes,58,high,0,0,Upgrade raw record before treating as high-confidence index target.
